,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbperlim,ttv_flag,st_rad,st_radlim,rastr,sy_dist,sy_vmag,sy_vmagerr1,sy_kmagerr1,sy_gaiamagerr1
2112,1,1,0,5.185972,0.0,0,0.649127,0.0,0 days 08:27:44.800000,169.398,13.229,0.08,0.018,0.000557
2113,1,1,0,5.185768,0.0,0,0.65,0.0,0 days 08:27:44.800000,169.398,13.229,0.08,0.018,0.000557
2114,1,1,0,5.1857539,0.0,0,0.67,0.0,0 days 08:27:44.800000,169.398,13.229,0.08,0.018,0.000557
2115,1,1,0,5.1857532,0.0,0,0.768,0.0,0 days 08:27:44.800000,169.398,13.229,0.08,0.018,0.000557
2116,1,1,0,5.186,0.0,0,0.649127,0.0,0 days 08:27:44.800000,169.398,13.229,0.08,0.018,0.000557
2117,1,1,0,5.185761,0.0,0,0.68,0.0,0 days 08:27:44.800000,169.398,13.229,0.08,0.018,0.000557
2118,2,1,0,2.2193023,0.0,0,0.59,0.0,0 days 08:25:54.290000,72.0444,13.105,0.063,0.018,0.000252
2119,2,1,0,2.219315,0.0,0,0.612,0.0,0 days 08:25:54.290000,72.0444,13.105,0.063,0.018,0.000252
2120,2,1,0,2.219405,0.0,0,0.590802,0.0,0 days 08:25:54.290000,72.0444,13.105,0.063,0.018,0.000252
2121,2,1,0,2.21944122,0.0,0,0.613895,0.0,0 days 08:25:54.290000,72.0444,13.105,0.063,0.018,0.000252
2122,2,1,0,2.219282,0.0,0,0.6,0.0,0 days 08:25:54.290000,72.0444,13.105,0.063,0.018,0.000252
2123,2,1,0,2.219,0.0,0,0.613895,0.0,0 days 08:25:54.290000,72.0444,13.105,0.063,0.018,0.000252
2124,2,1,0,2.219225,0.0,0,0.63,0.0,0 days 08:25:54.290000,72.0444,13.105,0.063,0.018,0.000252
2125,2,1,0,2.219368,0.0,0,0.532,0.0,0 days 08:25:54.290000,72.0444,13.105,0.063,0.018,0.000252
2126,1,1,0,30.954222,0.0,0,0.598,0.0,0 days 08:57:46.590000,161.555,14.781,0.034,0.022,0.000306
2127,1,1,0,30.9542,0.0,0,0.592,0.0,0 days 08:57:46.590000,161.555,14.781,0.034,0.022,0.000306
2128,1,1,0,30.96028326,0.0,0,0.609039,0.0,0 days 08:57:46.590000,161.555,14.781,0.034,0.022,0.000306
2129,1,1,0,30.953,0.0,0,0.609039,0.0,0 days 08:57:46.590000,161.555,14.781,0.034,0.022,0.000306
2130,1,1,0,30.956763,0.0,0,0.571015,0.0,0 days 08:57:46.590000,161.555,14.781,0.034,0.022,0.000306
2131,1,1,0,30.952606,0.0,0,0.64,0.0,0 days 08:57:46.590000,161.555,14.781,0.034,0.022,0.000306
2132,1,1,0,30.954,0.0,0,0.637,0.0,0 days 08:57:46.590000,161.555,14.781,0.034,0.022,0.000306
2133,1,1,0,30.951524,0.0,0,0.59,0.0,0 days 08:57:46.590000,161.555,14.781,0.034,0.022,0.000306
2134,1,1,0,6.413766,0.0,0,0.41,0.0,0 days 08:54:33.850000,140.385,16.692,0.183,0.018,0.00053
2135,1,1,0,6.413539,0.0,0,0.344292,0.0,0 days 08:54:33.850000,140.385,16.692,0.183,0.018,0.00053
2136,1,1,0,6.41362,0.0,0,0.299,0.0,0 days 08:54:33.850000,140.385,16.692,0.183,0.018,0.00053
2137,1,1,0,6.414,0.0,0,0.4094,0.0,0 days 08:54:33.850000,140.385,16.692,0.183,0.018,0.00053
2138,1,1,0,6.414008,0.0,0,0.394,0.0,0 days 08:54:33.850000,140.385,16.692,0.183,0.018,0.00053
2139,1,1,0,6.413718,0.0,0,0.35,0.0,0 days 08:54:33.850000,140.385,16.692,0.183,0.018,0.00053
2140,1,1,0,6.413651,0.0,0,0.388,0.0,0 days 08:54:33.850000,140.385,16.692,0.183,0.018,0.00053
2141,1,1,0,21.750264,0.0,0,0.402049,0.0,0 days 13:36:34.050000,124.156,16.4,0.2,0.023,0.000633
2142,1,1,0,7.38711,0.0,0,0.625,0.0,0 days 13:34:11.210000,102.953,12.759,0.069,0.021,0.000397
2143,1,1,0,7.38795716,0.0,0,0.668695,0.0,0 days 13:34:11.210000,102.953,12.759,0.069,0.021,0.000397
2144,1,1,0,7.385655,0.0,0,0.65,0.0,0 days 13:34:11.210000,102.953,12.759,0.069,0.021,0.000397
2145,1,1,0,7.385453,0.0,0,0.66,0.0,0 days 13:34:11.210000,102.953,12.759,0.069,0.021,0.000397
2146,1,1,0,7.387066,0.0,0,0.588892,0.0,0 days 13:34:11.210000,102.953,12.759,0.069,0.021,0.000397
2147,1,1,0,7.387073,0.0,0,0.62115,0.0,0 days 13:34:11.210000,102.953,12.759,0.069,0.021,0.000397
2148,1,1,0,7.387,0.0,0,0.668695,0.0,0 days 13:34:11.210000,102.953,12.759,0.069,0.021,0.000397
2149,1,1,0,3.588163,0.0,0,0.66,0.0,0 days 13:48:18.790000,709.999,15.041,0.057,0.033,0.000534
2150,1,1,0,3.588158,0.0,0,0.75,0.0,0 days 13:48:18.790000,709.999,15.041,0.057,0.033,0.000534
2151,1,1,0,3.588165,0.0,0,0.676994,0.0,0 days 13:48:18.790000,709.999,15.041,0.057,0.033,0.000534
2152,1,1,0,3.5868547125,0.0,0,0.980071,0.0,0 days 13:48:18.790000,709.999,15.041,0.057,0.033,0.000534
2153,1,1,0,3.588,0.0,0,0.980071,0.0,0 days 13:48:18.790000,709.999,15.041,0.057,0.033,0.000534
2154,1,1,0,3.588162,0.0,0,0.982,0.0,0 days 13:48:18.790000,709.999,15.041,0.057,0.033,0.000534
2155,1,1,0,5.67556,0.0,0,0.578,0.0,0 days 13:37:45.040000,114.637,12.58,0.08,0.021,0.000672
2156,1,1,0,5.675819,0.0,0,0.777569,0.0,0 days 13:37:45.040000,114.637,12.58,0.08,0.021,0.000672
2157,1,1,0,5.675814,0.0,0,0.650657,0.0,0 days 13:37:45.040000,114.637,12.58,0.08,0.021,0.000672
2158,1,1,0,8.23981,0.0,0,0.215,0.0,0 days 19:16:35.650000,27.7957,13.639,0.019,0.021,0.000862
2159,1,1,0,8.239493,0.0,0,0.36001,0.0,0 days 19:16:35.650000,27.7957,13.639,0.019,0.021,0.000862
2160,1,1,0,40.0603,0.0,0,1.09,0.0,0 days 11:20:37.310000,342.394,12.882,0.046,0.026,0.000294
2161,1,1,0,39.91488,0.0,0,0.78,0.0,0 days 11:20:37.310000,342.394,12.882,0.046,0.026,0.000294
2162,1,1,0,40.062771,0.0,0,0.88,0.0,0 days 11:20:37.310000,342.394,12.882,0.046,0.026,0.000294
2163,1,1,0,2.494161,0.0,0,0.64361,0.0,0 days 19:21:04.930000,118.011,12.676,0.092,0.023,0.000203
2164,1,1,0,2.494206,0.0,0,0.663,0.0,0 days 19:21:04.930000,118.011,12.676,0.092,0.023,0.000203
2165,1,1,0,2.49412,0.0,0,0.744261,0.0,0 days 19:21:04.930000,118.011,12.676,0.092,0.023,0.000203
2166,1,1,0,0.369,0.0,0,0.744,0.0,0 days 12:11:00.340000,152.509,12.129,0.092,0.026,0.000602
2167,1,1,0,0.369311,0.0,0,0.765322,0.0,0 days 12:11:00.340000,152.509,12.129,0.092,0.026,0.000602
2168,1,1,0,0.3693038,0.0,0,0.81,0.0,0 days 12:11:00.340000,152.509,12.129,0.092,0.026,0.000602
2169,1,1,0,0.36930571984,0.0,0,0.755722,0.0,0 days 12:11:00.340000,152.509,12.129,0.092,0.026,0.000602
2170,1,1,0,0.369311,0.0,0,0.81,0.0,0 days 12:11:00.340000,152.509,12.129,0.092,0.026,0.000602
2171,1,1,0,0.36931,0.0,0,0.75,0.0,0 days 12:11:00.340000,152.509,12.129,0.092,0.026,0.000602
2172,1,1,0,0.3693038,0.0,0,0.7595,0.0,0 days 12:11:00.340000,152.509,12.129,0.092,0.026,0.000602
2173,1,1,0,,,0,3.85,0.0,0 days 12:08:39.900000,609.818,12.071,0.069,0.023,0.000572
2174,1,1,0,9.173866,0.0,0,2.162531,0.0,0 days 12:08:39.900000,609.818,12.071,0.069,0.023,0.000572
2175,1,1,0,9.1720535,0.0,0,3.79,0.0,0 days 12:08:39.900000,609.818,12.071,0.069,0.023,0.000572
2176,1,1,0,9.172616,0.0,0,3.85,0.0,0 days 12:08:39.900000,609.818,12.071,0.069,0.023,0.000572
2177,1,1,0,9.1751,0.0,0,3.85,0.0,0 days 12:08:39.900000,609.818,12.071,0.069,0.023,0.000572
2178,1,1,0,9.1708,0.0,0,4.11,0.0,0 days 12:08:39.900000,609.818,12.071,0.069,0.023,0.000572
2179,1,4,0,3.07133,0.0,0,0.455,0.0,0 days 04:40:35.850000,75.1703,14.073,0.014,0.018,0.000311
2180,1,4,0,3.0712,0.0,0,0.47,0.0,0 days 04:40:35.850000,75.1703,14.073,0.014,0.018,0.000311
2181,1,4,0,4.8682,0.0,0,0.47,0.0,0 days 04:40:35.850000,75.1703,14.073,0.014,0.018,0.000311
2182,1,4,0,4.86784,0.0,0,0.455,0.0,0 days 04:40:35.850000,75.1703,14.073,0.014,0.018,0.000311
2183,1,4,0,11.0234,0.0,0,0.47,0.0,0 days 04:40:35.850000,75.1703,14.073,0.014,0.018,0.000311
2184,1,4,0,11.0248821,0.0,0,0.46,0.0,0 days 04:40:35.850000,75.1703,14.073,0.014,0.018,0.000311
2185,1,4,0,11.02454,0.0,0,0.455,0.0,0 days 04:40:35.850000,75.1703,14.073,0.014,0.018,0.000311
2186,1,4,0,26.5841,0.0,0,0.455,0.0,0 days 04:40:35.850000,75.1703,14.073,0.014,0.018,0.000311
2187,2,3,0,7.9757,0.0,0,0.723,0.0,0 days 04:29:39.090000,59.2474,11.101,0.057,0.019,0.000535
2188,2,3,0,7.9752,0.0,0,0.677,0.0,0 days 04:29:39.090000,59.2474,11.101,0.057,0.019,0.000535
2189,2,3,0,7.975292,0.0,0,0.66,0.0,0 days 04:29:39.090000,59.2474,11.101,0.057,0.019,0.000535
2190,2,3,0,17.30681,0.0,0,0.723,0.0,0 days 04:29:39.090000,59.2474,11.101,0.057,0.019,0.000535
2191,2,3,0,17.307137,0.0,0,0.66,0.0,0 days 04:29:39.090000,59.2474,11.101,0.057,0.019,0.000535
2192,2,3,0,17.30713,0.0,0,0.677,0.0,0 days 04:29:39.090000,59.2474,11.101,0.057,0.019,0.000535
2193,2,3,0,17.3077,0.0,0,0.71,0.0,0 days 04:29:39.090000,59.2474,11.101,0.057,0.019,0.000535
2194,2,3,0,17.307013,0.0,0,0.71,0.0,0 days 04:29:39.090000,59.2474,11.101,0.057,0.019,0.000535
2195,2,3,0,17.3070631,0.0,0,0.77,0.0,0 days 04:29:39.090000,59.2474,11.101,0.057,0.019,0.000535
2196,2,3,0,25.575065,0.0,0,0.66,0.0,0 days 04:29:39.090000,59.2474,11.101,0.057,0.019,0.000535
2197,2,3,0,25.575,0.0,0,0.677,0.0,0 days 04:29:39.090000,59.2474,11.101,0.057,0.019,0.000535
2198,2,3,0,25.5715,0.0,0,0.723,0.0,0 days 04:29:39.090000,59.2474,11.101,0.057,0.019,0.000535
2199,1,1,0,0.179715,0.0,0,0.442,0.0,0 days 12:27:28.900000,98.8765,15.94,0.2,0.023,0.000618
2200,1,1,0,0.179719,0.0,0,0.29,0.0,0 days 12:27:28.900000,98.8765,15.94,0.2,0.023,0.000618
2201,1,6,0,2.35309,0.0,0,0.863,0.0,0 days 23:15:47.770000,202.585,12.246,0.092,0.021,0.000364
2202,1,6,0,2.35321,0.0,0,0.839,0.0,0 days 23:15:47.770000,202.585,12.246,0.092,0.021,0.000364
2203,1,6,0,2.35322,0.0,0,0.86,0.0,0 days 23:15:47.770000,202.585,12.246,0.092,0.021,0.000364
2204,1,6,0,3.56015,0.0,0,0.839,0.0,0 days 23:15:47.770000,202.585,12.246,0.092,0.021,0.000364
2205,1,6,0,3.55987,0.0,0,0.86,0.0,0 days 23:15:47.770000,202.585,12.246,0.092,0.021,0.000364
2206,1,6,0,3.56004,0.0,0,0.863,0.0,0 days 23:15:47.770000,202.585,12.246,0.092,0.021,0.000364
2207,1,6,0,5.40484,0.0,0,0.839,0.0,0 days 23:15:47.770000,202.585,12.246,0.092,0.021,0.000364
2208,1,6,0,5.40478,0.0,0,0.86,0.0,0 days 23:15:47.770000,202.585,12.246,0.092,0.021,0.000364
2209,1,6,0,5.40479,0.0,0,0.863,0.0,0 days 23:15:47.770000,202.585,12.246,0.092,0.021,0.000364
2210,1,6,0,8.26146,0.0,0,0.863,0.0,0 days 23:15:47.770000,202.585,12.246,0.092,0.021,0.000364
2211,1,6,0,8.26144,0.0,0,0.86,0.0,0 days 23:15:47.770000,202.585,12.246,0.092,0.021,0.000364
2212,1,6,0,8.2616616,0.0,0,0.86,0.0,0 days 23:15:47.770000,202.585,12.246,0.092,0.021,0.000364
2213,1,6,0,8.26147,0.0,0,0.839,0.0,0 days 23:15:47.770000,202.585,12.246,0.092,0.021,0.000364
2214,1,6,0,12.75759,0.0,0,0.86,0.0,0 days 23:15:47.770000,202.585,12.246,0.092,0.021,0.000364
2215,1,6,0,12.75758,0.0,0,0.863,0.0,0 days 23:15:47.770000,202.585,12.246,0.092,0.021,0.000364
2216,1,6,0,12.75758,0.0,0,0.839,0.0,0 days 23:15:47.770000,202.585,12.246,0.092,0.021,0.000364
2217,1,6,0,41.96797,0.0,0,0.863,0.0,0 days 23:15:47.770000,202.585,12.246,0.092,0.021,0.000364
2218,1,6,0,41.96645,0.0,0,0.839,0.0,0 days 23:15:47.770000,202.585,12.246,0.092,0.021,0.000364
2219,1,1,0,28.380619,0.0,0,0.88,0.0,0 days 19:16:16.010000,153.856,11.652,0.02,0.023,0.000529
2220,1,1,0,28.38236,0.0,0,0.862,0.0,0 days 19:16:16.010000,153.856,11.652,0.02,0.023,0.000529
2221,1,1,0,28.382206,0.0,0,0.93,0.0,0 days 19:16:16.010000,153.856,11.652,0.02,0.023,0.000529
2222,1,1,0,28.38246,0.0,0,0.913,0.0,0 days 19:16:16.010000,153.856,11.652,0.02,0.023,0.000529
2223,1,1,0,28.382071,0.0,0,0.872288,0.0,0 days 19:16:16.010000,153.856,11.652,0.02,0.023,0.000529
2224,1,1,0,8.3688168,0.0,0,0.56,0.0,0 days 11:52:13.650000,364.048,15.78,1.133,0.031,0.000609
2225,1,1,0,8.36779,0.0,0,0.708,0.0,0 days 11:52:13.650000,364.048,15.78,1.133,0.031,0.000609
2226,1,1,0,8.36926,0.0,0,0.386,0.0,0 days 11:52:13.650000,364.048,15.78,1.133,0.031,0.000609
2227,1,1,0,8.368791,0.0,0,0.623332,0.0,0 days 11:52:13.650000,364.048,15.78,1.133,0.031,0.000609
2228,1,1,0,8.36802,0.0,0,0.45,0.0,0 days 11:52:13.650000,364.048,15.78,1.133,0.031,0.000609
2229,1,1,0,6.56918,0.0,0,0.99,0.0,0 days 12:32:32.960000,347.917,12.727,0.092,0.021,0.000166
2230,1,1,0,6.569188,0.0,0,1.06,0.0,0 days 12:32:32.960000,347.917,12.727,0.092,0.021,0.000166
2231,1,1,0,6.569213,0.0,0,1.047599,0.0,0 days 12:32:32.960000,347.917,12.727,0.092,0.021,0.000166
2232,1,1,0,6.5693,0.0,0,0.987,0.0,0 days 12:32:32.960000,347.917,12.727,0.092,0.021,0.000166
2233,1,1,0,6.5692045,0.0,0,0.987,0.0,0 days 12:32:32.960000,347.917,12.727,0.092,0.021,0.000166
2234,1,2,0,0.28,0.0,0,0.6862,0.0,0 days 23:23:40.090000,61.8736,11.454,0.023,0.023,0.000692
2235,1,2,0,0.2803226,0.0,0,0.674,0.0,0 days 23:23:40.090000,61.8736,11.454,0.023,0.023,0.000692
2236,1,2,0,0.2803246,0.0,0,0.72,0.0,0 days 23:23:40.090000,61.8736,11.454,0.023,0.023,0.000692
2237,1,2,0,0.2803244,0.0,0,0.681,0.0,0 days 23:23:40.090000,61.8736,11.454,0.023,0.023,0.000692
2238,1,2,0,0.2803244,0.0,0,0.681,0.0,0 days 23:23:40.090000,61.8736,11.454,0.023,0.023,0.000692
2239,1,2,0,7.7485,0.0,0,0.681,0.0,0 days 23:23:40.090000,61.8736,11.454,0.023,0.023,0.000692
2240,1,2,0,7.7485,0.0,0,0.681,0.0,0 days 23:23:40.090000,61.8736,11.454,0.023,0.023,0.000692
2241,1,2,0,2.644259,0.0,1,0.225,0.0,0 days 08:40:06.410000,79.3002,16.7,0.2,0.023,0.000523
2242,1,2,0,2.644661,0.0,1,0.33,0.0,0 days 08:40:06.410000,79.3002,16.7,0.2,0.023,0.000523
2243,1,2,0,2.64484,0.0,1,0.325729,0.0,0 days 08:40:06.410000,79.3002,16.7,0.2,0.023,0.000523
2244,1,2,0,2.645,0.0,1,0.325729,0.0,0 days 08:40:06.410000,79.3002,16.7,0.2,0.023,0.000523
2245,1,2,0,2.644845,0.0,1,0.5,0.0,0 days 08:40:06.410000,79.3002,16.7,0.2,0.023,0.000523
2246,1,2,0,2.6446,0.0,1,0.33,0.0,0 days 08:40:06.410000,79.3002,16.7,0.2,0.023,0.000523
2247,1,2,0,2.6698,0.0,1,0.35,0.0,0 days 08:40:06.410000,79.3002,16.7,0.2,0.023,0.000523
2248,1,2,0,2.644646,0.0,1,0.35,0.0,0 days 08:40:06.410000,79.3002,16.7,0.2,0.023,0.000523
2249,1,2,0,2.643528,0.0,1,0.226,0.0,0 days 08:40:06.410000,79.3002,16.7,0.2,0.023,0.000523
2250,1,2,0,4.00498,0.0,1,0.33,0.0,0 days 08:40:06.410000,79.3002,16.7,0.2,0.023,0.000523
2251,1,2,0,3.9663,0.0,1,0.35,0.0,0 days 08:40:06.410000,79.3002,16.7,0.2,0.023,0.000523
2252,1,1,0,0.961917,0.0,0,0.554,0.0,0 days 19:35:19.930000,90.5494,14.044,0.038,0.021,0.000537
2253,1,1,0,0.961916,0.0,0,0.311,0.0,0 days 19:35:19.930000,90.5494,14.044,0.038,0.021,0.000537
2254,1,1,0,0.961918,0.0,0,0.31,0.0,0 days 19:35:19.930000,90.5494,14.044,0.038,0.021,0.000537
2255,1,1,0,0.961939,0.0,0,0.578,0.0,0 days 19:35:19.930000,90.5494,14.044,0.038,0.021,0.000537
2256,2,3,0,4.38395,0.0,0,0.632,0.0,0 days 00:58:04.240000,124.458,13.627,0.103,0.025,0.00078
2257,2,3,0,4.38393,0.0,0,0.371,0.0,0 days 00:58:04.240000,124.458,13.627,0.103,0.025,0.00078
2258,2,3,0,6.9226,0.0,0,0.632,0.0,0 days 00:58:04.240000,124.458,13.627,0.103,0.025,0.00078
2259,2,3,0,6.92251,0.0,0,0.371,0.0,0 days 00:58:04.240000,124.458,13.627,0.103,0.025,0.00078
2260,2,3,0,9.75833,0.0,0,0.371,0.0,0 days 00:58:04.240000,124.458,13.627,0.103,0.025,0.00078
2261,2,3,0,9.7579,0.0,0,0.632,0.0,0 days 00:58:04.240000,124.458,13.627,0.103,0.025,0.00078
2262,1,1,0,11.332,0.0,0,0.568,0.0,0 days 00:39:17.220000,123.676,14.543,0.176,0.021,0.000301
2263,1,1,0,11.81004,0.0,0,0.8,0.0,0 days 11:52:26.540000,493.992,14.758,0.172,0.026,0.000374
2264,1,1,0,11.808398,0.0,0,0.76,0.0,0 days 11:52:26.540000,493.992,14.758,0.172,0.026,0.000374
2265,1,1,0,11.8104,0.0,0,0.68,0.0,0 days 11:52:26.540000,493.992,14.758,0.172,0.026,0.000374
2266,1,1,0,11.8097,0.0,0,0.78,0.0,0 days 11:52:26.540000,493.992,14.758,0.172,0.026,0.000374
2267,1,1,0,10.59357,0.0,0,0.436,0.0,0 days 01:13:22.650000,102.483,15.784,0.286,0.023,0.000543
2268,1,1,0,10.59366,0.0,0,0.36,0.0,0 days 01:13:22.650000,102.483,15.784,0.286,0.023,0.000543
2269,2,1,0,3.835476,0.0,0,0.45,0.0,0 days 01:17:13.150000,69.4798,14.175,0.067,0.021,0.000487
2270,2,1,0,3.835376,0.0,0,0.45,0.0,0 days 01:17:13.150000,69.4798,14.175,0.067,0.021,0.000487
2271,2,1,0,3.83553,0.0,0,0.321,0.0,0 days 01:17:13.150000,69.4798,14.175,0.067,0.021,0.000487
2272,2,1,0,3.835592,0.0,0,0.429,0.0,0 days 01:17:13.150000,69.4798,14.175,0.067,0.021,0.000487
2273,1,1,0,32.6527,0.0,0,0.631,0.0,0 days 12:06:31.780000,108.449,13.728,0.019,0.021,0.000522
2274,1,1,0,32.6479,0.0,0,0.61,0.0,0 days 12:06:31.780000,108.449,13.728,0.019,0.021,0.000522
2275,1,1,0,7.51554,0.0,0,0.495,0.0,0 days 12:15:14.130000,143.125,14.96,0.045,0.023,0.000372
2276,1,1,0,7.51574,0.0,0,0.53,0.0,0 days 12:15:14.130000,143.125,14.96,0.045,0.023,0.000372
2277,1,2,0,3.67626,0.0,0,0.63,0.0,0 days 12:36:00.360000,129.356,13.861,0.126,0.019,0.000375
2278,1,2,0,3.67635,0.0,0,0.649,0.0,0 days 12:36:00.360000,129.356,13.861,0.126,0.019,0.000375
2279,1,2,0,7.95486,0.0,0,0.63,0.0,0 days 12:36:00.360000,129.356,13.861,0.126,0.019,0.000375
2280,1,2,0,7.95478,0.0,0,0.649,0.0,0 days 12:36:00.360000,129.356,13.861,0.126,0.019,0.000375
2281,1,3,0,6.342,0.0,0,0.58,0.0,0 days 04:21:52.710000,72.7998,12.773,0.114,0.017,0.00023
2282,1,3,0,6.34365,0.0,0,0.526,0.0,0 days 04:21:52.710000,72.7998,12.773,0.114,0.017,0.00023
2283,1,3,0,13.85402,0.0,0,0.526,0.0,0 days 04:21:52.710000,72.7998,12.773,0.114,0.017,0.00023
2284,1,3,0,13.853487,0.0,0,0.526,0.0,0 days 04:21:52.710000,72.7998,12.773,0.114,0.017,0.00023
2285,1,3,0,13.85,0.0,0,0.58,0.0,0 days 04:21:52.710000,72.7998,12.773,0.114,0.017,0.00023
2286,1,3,0,13.85327454047,0.0,0,0.655766,0.0,0 days 04:21:52.710000,72.7998,12.773,0.114,0.017,0.00023
2287,1,3,0,40.718,0.0,0,0.58,0.0,0 days 04:21:52.710000,72.7998,12.773,0.114,0.017,0.00023
2288,1,3,0,40.6835,0.0,0,0.526,0.0,0 days 04:21:52.710000,72.7998,12.773,0.114,0.017,0.00023
2289,1,1,0,0.813149,0.0,0,0.615543,0.0,0 days 12:10:47.920000,150.21,13.4,0.114,0.023,0.000586
2290,1,1,0,0.813143,0.0,0,0.62,0.0,0 days 12:10:47.920000,150.21,13.4,0.114,0.023,0.000586
2291,1,1,0,0.81314,0.0,0,0.66,0.0,0 days 12:10:47.920000,150.21,13.4,0.114,0.023,0.000586
2292,1,3,0,0.365257,0.0,0,0.875749,0.0,0 days 12:15:00.360000,298.373,12.942,0.069,0.023,0.000177
2293,1,3,0,0.365261,0.0,0,0.88,0.0,0 days 12:15:00.360000,298.373,12.942,0.069,0.023,0.000177
2294,1,3,0,0.3652575,0.0,0,0.86,0.0,0 days 12:15:00.360000,298.373,12.942,0.069,0.023,0.000177
2295,1,2,0,10.062106,0.0,0,0.892097,0.0,0 days 11:59:45.530000,197.299,11.774,0.024,0.021,0.000546
2296,1,2,0,10.06049,0.0,0,0.95,0.0,0 days 11:59:45.530000,197.299,11.774,0.024,0.021,0.000546
2297,1,2,0,5.90279,0.0,0,0.95,0.0,0 days 11:59:45.530000,197.299,11.774,0.024,0.021,0.000546
2298,1,1,0,12.42205,0.0,0,0.83,0.0,0 days 12:02:09.810000,170.998,11.995,0.029,0.021,0.000616
2299,1,1,0,12.421078,0.0,0,0.829915,0.0,0 days 12:02:09.810000,170.998,11.995,0.029,0.021,0.000616
2300,1,3,0,7.61856,0.0,0,0.67,0.0,0 days 11:40:23.330000,334.967,14.668,0.137,0.023,0.000359
2301,1,3,0,7.62117,0.0,0,0.544,0.0,0 days 11:40:23.330000,334.967,14.668,0.137,0.023,0.000359
2302,1,3,0,7.6196574,0.0,0,0.71,0.0,0 days 11:40:23.330000,334.967,14.668,0.137,0.023,0.000359
2303,1,3,0,7.6188,0.0,0,0.66,0.0,0 days 11:40:23.330000,334.967,14.668,0.137,0.023,0.000359
2304,1,3,0,7.62067,0.0,0,0.64,0.0,0 days 11:40:23.330000,334.967,14.668,0.137,0.023,0.000359
2305,1,3,0,19.07536,0.0,0,0.64,0.0,0 days 11:40:23.330000,334.967,14.668,0.137,0.023,0.000359
2306,1,3,0,19.07454,0.0,0,0.71,0.0,0 days 11:40:23.330000,334.967,14.668,0.137,0.023,0.000359
2307,1,3,0,19.0702,0.0,0,0.544,0.0,0 days 11:40:23.330000,334.967,14.668,0.137,0.023,0.000359
2308,1,3,0,19.07863,0.0,0,0.66,0.0,0 days 11:40:23.330000,334.967,14.668,0.137,0.023,0.000359
2309,1,3,0,19.077,0.0,0,0.67,0.0,0 days 11:40:23.330000,334.967,14.668,0.137,0.023,0.000359
2310,1,1,0,3.705871,0.0,0,0.913754,0.0,0 days 12:16:13.080000,315.363,12.838,0.16,0.026,0.000311
2311,1,1,0,9.283188,0.0,0,2.568173,0.0,0 days 12:15:10.520000,916.319,12.718,0.08,0.024,0.000198
2312,1,1,0,9.457747,0.0,0,0.725626,0.0,0 days 12:24:09.210000,124.433,12.278,0.092,0.024,0.000233
2313,1,1,0,9.45889,0.0,0,0.69,0.0,0 days 12:24:09.210000,124.433,12.278,0.092,0.024,0.000233
2314,1,1,0,6.673117,0.0,0,0.762201,0.0,0 days 12:09:19.020000,208.529,13.078,0.503,0.024,0.00062
2315,1,1,0,17.355681,0.0,0,1.06,0.0,0 days 11:27:44.080000,375.67,11.352,0.023,0.019,0.000797
2316,1,1,0,17.3678,0.0,0,1.27,0.0,0 days 11:27:44.080000,375.67,11.352,0.023,0.019,0.000797
2317,1,1,0,17.355066,0.0,0,2.196069,0.0,0 days 11:27:44.080000,375.67,11.352,0.023,0.019,0.000797
2318,1,3,0,2.354992,0.0,0,0.803827,0.0,0 days 12:19:36.120000,134.591,11.332,0.027,0.016,0.001389
2319,1,3,0,4.382745,0.0,0,0.803827,0.0,0 days 12:19:36.120000,134.591,11.332,0.027,0.016,0.001389
2320,1,3,0,14.101361,0.0,0,0.803827,0.0,0 days 12:19:36.120000,134.591,11.332,0.027,0.016,0.001389
2321,1,3,0,14.06660140645,0.0,0,0.837606,0.0,0 days 12:19:36.120000,134.591,11.332,0.027,0.016,0.001389
2322,1,2,0,8.527219,0.0,0,1.196219,0.0,0 days 12:20:45.140000,476.882,12.081,0.046,0.022,0.000236
2323,1,2,0,8.52695,0.0,0,1.61,0.0,0 days 12:20:45.140000,476.882,12.081,0.046,0.022,0.000236
2324,1,1,0,9.9785275,0.0,0,1.499,0.0,0 days 22:26:18.270000,80.8994,8.24,0.03,0.034,0.000392
2325,1,1,0,9.978541,0.0,0,1.499,0.0,0 days 22:26:18.270000,80.8994,8.24,0.03,0.034,0.000392
2326,1,1,0,9.975403,0.0,0,1.18,0.0,0 days 22:26:18.270000,80.8994,8.24,0.03,0.034,0.000392
2327,1,1,0,9.977481,0.0,0,1.829853,0.0,0 days 22:26:18.270000,80.8994,8.24,0.03,0.034,0.000392
2328,1,1,0,9.9783319274,0.0,0,1.47131,0.0,0 days 22:26:18.270000,80.8994,8.24,0.03,0.034,0.000392
2329,1,1,0,9.97748,0.0,0,1.494,0.0,0 days 22:26:18.270000,80.8994,8.24,0.03,0.034,0.000392
2330,1,1,0,9.97857,0.0,0,1.46,0.0,0 days 22:26:18.270000,80.8994,8.24,0.03,0.034,0.000392
2331,1,2,0,15.8523,0.0,0,0.904,0.0,0 days 22:12:26.420000,243.935,12.365,0.069,0.024,0.000305
2332,1,2,0,15.853989,0.0,0,0.874211,0.0,0 days 22:12:26.420000,243.935,12.365,0.069,0.024,0.000305
